NLC,Origin TLC,Station Name,Location for map,Government Office Region (GOR),County or Unitary Authority,District or Unitary Authority,NUTS2 Spatial_Unit Code,NUTS2 Spatial Unit,Station Facility Owner,Station Group,PTE Urban Area Station,London Travelcard Area,Entries Full,Entries Reduced,Entries Season,Entries Total,Exits Full,Exits Reduced,Exits Season,Exits Total,1112 Entries & Exits,"1011
Entries & Exits","%-change, 2010-11 to 2011-12",Interchanges,Large station Flag,Small Station Flag,Explanation of large change,Sources
8836,SBR,Spean Bridge,"PH34 4EP, UK",Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,"2,664",822,-6,"3,480","2,664",822,-6,"3,480","6,960","6,386",9,0,0,0,,
2199,SPI,Spital,"CH62 2AD, UK",North West,Merseyside,Wirral,UKD5,Merseyside,Merseyrail,,Merseyside,,"106,374","15,032","38,091","159,497","106,374","15,032","38,091","159,497","318,994","321,182",-1,0,0,0,,
1699,SPO,Spondon,"DE21 7RX, UK",East Midlands,Derby,Derby,UKF1,Derbyshire and Nottinghamshire,East Midlands Trains,,,,"4,770",206,"4,937","9,913","4,770",206,"4,937","9,913","19,826","16,382",21,0,1,0,Cause of large increase not clear,
7379,SPN,Spooner Row,"NR18 9AH, UK",East,Norfolk,South Norfolk,UKH1,East Anglia,National Express East Anglia,,,,110,55,4,169,110,55,4,169,338,640,-47,0,0,1,Very small absolute number of entries and exits,
4535,SRI,Spring Road,"B11 3DP, UK",West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,"20,243","30,849","25,929","77,021","20,243","30,849","25,929","77,021","154,042","169,758",-9,0,0,0,,
9997,SPR,Springburn,"G21 1SB, UK",Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"66,051","44,829","57,785","168,665","66,051","44,829","57,785","168,665","337,330","320,030",5,"5,681",0,0,,
9175,SPF,Springfield,"KY15 5QY, UK",Scotland,Fife,Fife,UKM2,Eastern Scotland,First ScotRail,,,,317,44,24,385,317,44,24,385,770,708,9,0,0,0,,
2666,SQU,Squires Gate,"FY8 2SL, UK",North West,Lancashire,Fylde,UKD4,Lancashire,Northern Rail,,,,"6,831","2,842",977,"10,650","6,831","2,842",977,"10,650","21,300","22,344",-5,0,0,0,,
1562,SAA,St.Albans Abbey,"AL1 2DN, UK",East,Hertfordshire,St. Albans,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,"34,766","44,275","20,449","99,490","34,766","44,275","20,449","99,490","198,980","184,768",8,0,0,0,,
1548,SAC,St.Albans City,"AL1 5HE, UK",East,Hertfordshire,St. Albans,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,"657,272","987,961","1,609,389","3,254,622","657,272","987,961","1,609,389","3,254,622","6,509,244","6,263,382",4,"119,757",0,0,,
3252,SAR,St.Andrew's Road,"BS11 9HS, UK",South West,Bristol City Of,Bristol City Of,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"1,345",289,"1,402","3,036","1,345",289,"1,402","3,036","6,072","4,328",40,0,0,1,Cause of demand increase not clear,
2672,SAS,St.Annes-On-The-Sea,"FY8 2JE, UK",North West,Lancashire,Fylde,UKD4,Lancashire,Northern Rail,,,,"36,810","22,042","5,248","64,100","36,810","22,042","5,248","64,100","128,200","123,100",4,0,0,0,,
3534,SAU,St.Austell,"PL25 2LA, UK",South West,Cornwall And Isles Of Scilly,Restormel,UKK3,Cornwall and Isles of Scilly,First Great Western,,,,"21,908","164,943","46,504","233,355","21,908","164,943","46,504","233,355","466,710","436,440",7,0,0,0,,http://www.tfl.gov.uk/corporate/projectsandschemes/15397.aspx
2002,SBS,St.Bees,"CA27 0BZ, UK",North West,Cumbria,Copeland,UKD1,Cumbria,Northern Rail,,,,"17,703","2,748","4,969","25,420","17,703","2,748","4,969","25,420","50,840","49,410",3,0,0,0,,
3590,SBF,St.Budeaux Ferry Road,"PL5 1JJ, UK",South West,Plymouth,Plymouth,UKK4,Devon,First Great Western,PLYMOUTH BR,,,331,781,664,"1,776",331,781,664,"1,776","3,552","2,326",53,0,0,1,Continues high growth from previous year,
3592,SBV,St.Budeaux Victoria Road,"PL5 1JJ, UK",South West,Plymouth,Plymouth,UKK4,Devon,First Great Western,PLYMOUTH BR,,,419,"2,605",866,"3,890",419,"2,605",866,"3,890","7,780","6,942",12,0,0,0,,
3536,SCR,St.Columb Road,"TR9 6QY, UK",South West,Cornwall And Isles Of Scilly,Restormel,UKK3,Cornwall and Isles of Scilly,First Great Western,,,,50,846,0,896,50,846,0,896,"1,792","1,966",-9,0,0,0,,
5914,SDN,St.Denys,"SO17 2EZ, UK",South East,Southampton,Southampton,UKJ3,Hampshire and Isle of Wight,South West Trains,,,,"46,886","37,292","39,541","123,719","46,886","37,292","39,541","123,719","247,438","235,356",5,"48,569",0,0,,
3537,SER,St.Erth,"TR27 6JW, UK",South West,Cornwall And Isles Of Scilly,Penwith,UKK3,Cornwall and Isles of Scilly,First Great Western,,,,"3,423","90,932","6,826","101,181","3,423","90,932","6,826","101,181","202,362","120,770",68,"179,632",1,0,"Improved data due to inclusion of St Ives branch Ranger tickets (additional 97,000 entries and exits)",
3586,SGM,St.Germans,"PL12 5LS, UK",South West,Cornwall And Isles Of Scilly,Caradon,UKK3,Cornwall and Isles of Scilly,First Great Western,,,,"2,620","13,601","9,294","25,515","2,620","13,601","9,294","25,515","51,030","44,758",14,0,1,0,Continues high growth from previous year,
2341,SNH,St.Helens Central,"WA10 1DQ, UK",North West,Merseyside,St. Helens,UKD5,Merseyside,Northern Rail,,Merseyside,,"102,629","199,700","58,899","361,228","102,629","199,700","58,899","361,228","722,456","723,810",0,0,0,0,,
2340,SHJ,St.Helens Junction,"WA9 3LA, UK",North West,Merseyside,St. Helens,UKD5,Merseyside,Northern Rail,,Merseyside,,"42,566","59,236","28,249","130,051","42,566","59,236","28,249","130,051","260,102","256,598",1,"9,215",0,0,,
5290,SIH,St.Helier,"SM4 5NR, UK",London,Greater London,Merton,UKI2,Outer London,First Capital Connect,,,London Travelcard Area Station,"23,106","18,810","47,195","89,111","23,106","18,810","47,195","89,111","178,222","150,520",18,0,1,0,Continues high growth from previous year,
3538,SIV,St.Ives,"TR26 2BP, UK",South West,Cornwall And Isles Of Scilly,Penwith,UKK3,Cornwall and Isles of Scilly,First Great Western,,,,"2,906","283,372","2,829","289,107","2,906","283,372","2,829","289,107","578,214","258,530",124,0,1,0,"Improved data due to inclusion of St Ives branch Ranger tickets (additional 297,000 entries and exits)",
5751,SJP,St.James' Park,"EX4 6QB, UK",South West,Devon,Exeter,UKK4,Devon,First Great Western,,,,"5,511","22,576","2,462","30,549","5,511","22,576","2,462","30,549","61,098","55,910",9,0,0,0,,
6973,SJS,St.James' Street,"E17 7PJ, UK",London,Greater London,Waltham Forest,UKI2,Outer London,National Express East Anglia,,,London Travelcard Area Station,"61,794","87,043","224,928","373,765","61,794","87,043","224,928","373,765","747,530","666,144",12,0,1,0,Cause of large increase not clear,
5059,SAJ,St.John's,"SE8 4EW, UK",London,Greater London,Lewisham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,"66,893","79,649","201,562","348,104","66,893","79,649","201,562","348,104","696,208","661,116",5,0,0,0,,
3572,SKN,St.Keyne,"PL14 4SE, UK",South West,Cornwall And Isles Of Scilly,Caradon,UKK3,Cornwall and Isles of Scilly,First Great Western,,,,41,490,0,531,41,490,0,531,"1,062","1,072",-1,0,0,0,,
5239,SLQ,St.Leonards Warrior Square,"TN37 6HL, UK",South East,East Sussex,Hastings,UKJ2,"Surrey, East & West Sussex",Southeastern,,,,"71,304","180,274","81,226","332,804","71,304","180,274","81,226","332,804","665,608","678,678",-2,"239,266",0,0,,
5604,SMG,St.Margaret's (Greater London),"TW1 2LH, UK",London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"195,054","170,590","462,342","827,986","195,054","170,590","462,342","827,986","1,655,972","1,602,072",3,0,0,0,,
6821,SMT,St.Margaret's (Hertfordshire),"SG12 8DS, UK",East,Hertfordshire,East Hertfordshire,UKH2,Bedfordshire and Hertforshire,National Express East Anglia,,,,"39,665","33,650","89,165","162,480","39,665","33,650","89,165","162,480","324,960","286,948",13,0,1,0,Continues high growth from previous year,
5073,SMY,St.Mary Cray,"BR5 2PQ, UK",London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"141,952","160,701","419,497","722,150","141,952","160,701","419,497","722,150","1,444,300","1,470,426",-2,0,0,0,,
2248,STM,St.Michaels,"L17 3TX, UK",North West,Merseyside,Liverpool,UKD5,Merseyside,Merseyrail,,Merseyside,,"147,457","32,766","52,722","232,945","147,457","32,766","52,722","232,945","465,890","469,570",-1,0,0,0,,
6110,SNO,St.Neots,"PE19 1QF, UK",East,Cambridgeshire,Huntingdonshire,UKH1,East Anglia,First Capital Connect,,,,"116,930","174,082","278,339","569,351","116,930","174,082","278,339","569,351","1,138,702","1,091,388",4,0,0,0,,
1555,STP,St.Pancras,"NW1 2QP, UK",London,Greater London,Camden,UKI1,Inner London,Network Rail,LONDON BR,,London Travelcard Area Station,"2,001,233","4,982,120","4,514,883","11,498,236","2,001,233","4,982,120","4,514,883","11,498,236","22,996,472","22,031,588",4,"3,675,849",0,0,,
1268,STA,Stafford,"ST16 2AA, UK",West Midlands,Staffordshire,Stafford,UKG2,Shropshire and Staffordshire,Virgin Trains (West Coast),,West Midlands,,"262,056","409,651","249,518","921,225","262,056","409,651","249,518","921,225","1,842,450","1,750,054",5,"396,155",0,0,,
5670,SNS,Staines,"TW18 4LY, UK",South East,Surrey,Spelthorne,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,"440,860","489,901","518,269","1,449,030","440,860","489,901","518,269","1,449,030","2,898,060","2,799,298",4,"368,748",0,0,,
6287,SLL,Stallingborough,"DN41 8AS, UK",Yorkshire And The Humber,North East Lincolnshire,North East Lincolnshire,UKE1,East Riding and North Linconshire,Northern Rail,,,,"4,964",506,82,"5,552","4,964",506,82,"5,552","11,104","9,784",13,0,1,0,Cause of large increase not clear,
2983,SYB,Stalybridge,"SK15 1RF, UK",North West,Greater Manchester,Tameside,UKD3,Greater Manchester,First TransPennine Express,,Greater Manchester,,"84,131","264,793","210,072","558,996","84,131","264,793","210,072","558,996","1,117,992","1,036,004",8,"90,661",0,0,,
6140,SMD,Stamford,"PE9 2WB, UK",East Midlands,Lincolnshire,South Kesteven,UKF3,Lincolnshire,East Midlands Trains,,,,"59,048","57,677","27,732","144,457","59,048","57,677","27,732","144,457","288,914","296,430",-3,0,0,0,,
6968,SMH,Stamford Hill,"N16 5AG, UK",London,Greater London,Haringey,UKI1,Inner London,National Express East Anglia,,,London Travelcard Area Station,"32,853","43,472","110,416","186,741","32,853","43,472","110,416","186,741","373,482","333,994",12,0,1,0,Continues high growth from previous year,
7458,SFO,Stanford-Le-Hope,"SS17 0JX, UK",East,Thurrock,Thurrock,UKH3,Essex,c2c,,,,"154,482","106,786","214,411","475,679","154,482","106,786","214,411","475,679","951,358","949,022",0,0,0,0,,
2159,SNT,Stanlow & Thornton,"CH2 4NU, UK",North West,Cheshire,Ellesmere Port & Neston,UKD2,Cheshire,Northern Rail,,,,95,5,134,234,95,5,134,234,468,342,37,0,0,1,Very small absolute number of entries and exits,
6834,SSD,Stansted Airport,"CM24 1QW, UK",East,Essex,Uttlesford,UKH3,Essex,National Express East Anglia,,,,"1,561,720","260,338","39,867","1,861,925","1,561,720","260,338","39,867","1,861,925","3,723,850","4,074,210",-9,"18,379",0,0,,
6833,SST,Stansted Mountfitchet,"CM24 8BE, UK",East,Essex,Uttlesford,UKH3,Essex,National Express East Anglia,,,,"56,970","52,315","119,780","229,065","56,970","52,315","119,780","229,065","458,130","395,658",16,"6,026",1,0,More frequent London service,
5228,SPU,Staplehurst,"TN12 0QR, UK",South East,Kent,Maidstone,UKJ4,Kent,Southeastern,,,,"60,207","136,237","253,807","450,251","60,207","136,237","253,807","450,251","900,502","879,230",2,0,0,0,,
3250,SRD,Stapleton Road,"BS5 6NE, UK",South West,Bristol City Of,Bristol City Of,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,BRISTOL BR,,,"37,971","16,771","9,936","64,678","37,971","16,771","9,936","64,678","129,356","123,084",5,0,0,0,,
8221,SBE,Starbeck,"HG2 7JA, UK",Yorkshire And The Humber,North Yorkshire,Harrogate,UKE2,North Yorkshire,Northern Rail,,,,"31,312","31,164","18,205","80,681","31,312","31,164","18,205","80,681","161,362","160,872",0,0,0,0,,
3413,SCS,Starcross,"EX6 8PA, UK",South West,Devon,Teignbridge,UKK4,Devon,First Great Western,,,,"8,389","26,424","15,711","50,524","8,389","26,424","15,711","50,524","101,048","91,166",11,0,1,0,Continues high growth from previous year,
1977,SVL,Staveley (Cumbria),"LA8 9NG, UK",North West,Cumbria,South Lakeland,UKD1,Cumbria,First TransPennine Express,,,,"7,401","7,153","8,170","22,724","7,401","7,153","8,170","22,724","45,448","49,138",-8,0,0,0,,
1043,SCF,Stechford,"B33 8AJ, UK",West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,"30,210","47,413","102,778","180,401","30,210","47,413","102,778","180,401","360,802","208,830",73,0,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 147,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
8469,SON,Steeton & Silsden,"BD20 6RY, UK",Yorkshire And The Humber,West Yorkshire,Bradford,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"138,225","106,078","131,041","375,344","138,225","106,078","131,041","375,344","750,688","744,336",1,0,0,0,,
9842,SPS,Stepps,"G33 6AT, UK",Scotland,North Lanarkshire,North Lanarkshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"47,895","48,401","54,827","151,123","47,895","48,401","54,827","151,123","302,246","291,280",4,0,0,0,,
6092,SVG,Stevenage,"SG1 1XT, UK",East,Hertfordshire,Stevenage,UKH2,Bedfordshire and Hertforshire,First Capital Connect,,,,"609,267","817,732","708,707","2,135,706","609,267","817,732","708,707","2,135,706","4,271,412","4,222,776",1,"255,843",0,0,,
9553,STV,Stevenston,"KA20 3DP, UK",Scotland,North Ayrshire,North Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"20,387","20,866","13,838","55,091","20,387","20,866","13,838","55,091","110,182","112,738",-2,0,0,0,,
1386,SWR,Stewartby,"MK43 9LY, UK",East,Bedfordshire,Bedford,UKH2,Bedfordshire and Hertforshire,London Midland Trains,,,,"2,013","2,892","2,873","7,778","2,013","2,892","2,873","7,778","15,556","14,734",6,0,0,0,,
9554,STT,Stewarton,"KA3 5BD, UK",Scotland,East Ayrshire,East Ayrshire,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"47,213","54,571","59,305","161,089","47,213","54,571","59,305","161,089","322,178","282,856",14,0,1,0,Continues high growth from previous year,
9888,STG,Stirling,"FK8 1PF, UK",Scotland,Stirling,Stirling,UKM2,Eastern Scotland,First ScotRail,,,,"319,513","617,477","193,718","1,130,708","319,513","617,477","193,718","1,130,708","2,261,416","2,267,150",0,"237,092",0,0,,
2771,SPT,Stockport,"SK3 9HZ, UK",North West,Greater Manchester,Stockport,UKD3,Greater Manchester,Virgin Trains (West Coast),,Greater Manchester,,"345,986","936,535","373,975","1,656,496","345,986","936,535","373,975","1,656,496","3,312,992","3,138,634",6,"908,198",0,0,,
7513,SKS,Stocksfield,"NE43 7NQ, UK",North East,Northumberland,Tynedale,UKC2,Northumberland and Tyne and Wear,Northern Rail,,,,"9,901","10,685","9,970","30,556","9,901","10,685","9,970","30,556","61,112","62,224",-2,0,0,0,,
8451,SSM,Stocksmoor,"HD4 6XN, UK",Yorkshire And The Humber,West Yorkshire,Kirklees,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"3,533","5,080","4,631","13,244","3,533","5,080","4,631","13,244","26,488","27,194",-3,0,0,0,,
7975,STK,Stockton,"TS18 2AJ, UK",North East,Stockton-On-Tees,Stockton-On-Tees,UKC1,Tees Valley and Durham,Northern Rail,,,,"20,105","8,060","6,682","34,847","20,105","8,060","6,682","34,847","69,694","66,578",5,181,0,0,,
1467,SKM,Stoke Mandeville,"HP22 5UA, UK",South East,Buckinghamshire,Aylesbury Vale,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",Chiltern Railways,,,,"33,533","30,465","83,474","147,472","33,533","30,465","83,474","147,472","294,944","292,478",1,0,0,0,,
6934,SKW,Stoke Newington,"N16 6YA, UK",London,Greater London,Hackney,UKI1,Inner London,National Express East Anglia,,,London Travelcard Area Station,"90,800","131,341","188,797","410,938","90,800","131,341","188,797","410,938","821,876","686,352",20,0,1,0,Cause of large increase not clear,
1314,SOT,Stoke-On-Trent,"ST4 2AA, UK",West Midlands,Stoke-On-Trent,Stoke-On-Trent,UKG2,Shropshire and Staffordshire,Virgin Trains (West Coast),,,,"403,666","672,617","145,786","1,222,069","403,666","672,617","145,786","1,222,069","2,444,138","2,283,038",7,"176,170",0,0,,
1316,SNE,Stone,"ST15 8ER , UK",West Midlands,Staffordshire,Stafford,UKG2,Shropshire and Staffordshire,London Midland Trains,,,,"24,861","12,115","5,561","42,537","24,861","12,115","5,561","42,537","85,074","76,346",11,0,1,0,Tail-end of demand ramp-up from service improvements in 2008?,
5248,SCG,Stone Crossing,"DA9 9AR, UK",South East,Kent,Dartford,UKJ4,Kent,Southeastern,,,,"17,235","20,735","47,921","85,891","17,235","20,735","47,921","85,891","171,782","138,502",24,0,1,0,Continues high growth from previous year,
1454,SBP,Stonebridge Park,"NW10 0RL, UK",London,Greater London,Brent,UKI2,Outer London,London Underground,,,London Travelcard Area Station,"83,159","117,714","249,413","450,286","83,159","117,714","249,413","450,286","900,572","734,108",23,0,1,0,Ramp-up of demand on London Overground services,
5240,SOG,Stonegate,"TN5 7ER, UK",South East,East Sussex,Rother,UKJ2,"Surrey, East & West Sussex",Southeastern,,,,"10,934","25,056","36,848","72,838","10,934","25,056","36,848","72,838","145,676","153,382",-5,0,0,0,,
8964,STN,Stonehaven,"AB39 2NE, UK",Scotland,Aberdeenshire,Aberdeenshire,UKM1,North Eastern Scotland,First ScotRail,,,,"79,919","104,881","66,608","251,408","79,919","104,881","66,608","251,408","502,816","482,722",4,0,0,0,,
4770,SHU,Stonehouse,"GL10 2JW, UK",South West,Gloucestershire,Stroud,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"10,247","45,418","12,613","68,278","10,247","45,418","12,613","68,278","136,556","129,498",5,0,0,0,,
5606,SNL,Stoneleigh,"KT17 2JA, UK",South East,Surrey,Epsom And Ewell,UKJ2,"Surrey, East & West Sussex",South West Trains,,,London Travelcard Area Station,"117,319","130,223","334,734","582,276","117,319","130,223","334,734","582,276","1,164,552","1,168,672",0,0,0,0,,
4646,SBJ,Stourbridge Junction,"DY8 1NH, UK",West Midlands,West Midlands,Dudley,UKG3,West Midlands,London Midland Trains,,West Midlands,,"89,859","233,065","251,636","574,560","89,859","233,065","251,636","574,560","1,149,120","1,206,996",-5,"405,924",0,0,,
4643,SBT,Stourbridge Town,"DY8 1EX, UK",West Midlands,West Midlands,Dudley,UKG3,West Midlands,London Midland Trains,,West Midlands,,"38,104","85,409","112,097","235,610","38,104","85,409","112,097","235,610","471,220","592,838",-21,0,1,0,"Decrease due to improved demand estimation in Centro area (146,000 less journeys in Centro infill compared to what would have been estimated using previous methodology).",
7355,SMK,Stowmarket,"IP14 1RQ, UK",East,Suffolk,Mid Suffolk,UKH1,East Anglia,National Express East Anglia,,,,"112,178","153,948","173,781","439,907","112,178","153,948","173,781","439,907","879,814","855,692",3,"36,437",0,0,,
9555,STR,Stranraer,"DG9 8EJ, UK",Scotland,Dumfries And Galloway,Dumfries And Galloway,UKM3,South Western Scotland,First ScotRail,,,,"7,387","15,307",0,"22,694","7,387","15,307",0,"22,694","45,388","57,276",-21,0,1,0,Decrease due to cessation of ferry services at Straraer,http://www.bbc.co.uk/news/uk-scotland-south-scotland-16467160
6969,SRA,Stratford,"E15 1AZ, UK",London,Greater London,Newham,UKI1,Inner London,National Express East Anglia,,,London Travelcard Area Station,"2,214,514","3,431,021","5,253,163","10,898,698","2,214,514","3,431,021","5,253,163","10,898,698","21,797,396","17,479,020",25,"2,064,190",1,0,Ramp-up of demand on London Overground services,
7222,SFA,Stratford International,"51.5448, -0.0086, UK",London,Greater London,Newham,UKI1,Inner London,Southeastern,,,London Travelcard Area Station,"67,078","119,421","119,023","305,522","67,078","119,421","119,023","305,522","611,044","407,497",50,"3,823",1,0,Likely partially due  to continued demand ramp-up from HS1 service introduction,
4558,SAV,Stratford-Upon-Avon,"CV37 6PL, UK",West Midlands,Warwickshire,Stratford-On-Avon,UKG1,"Herefordshire, Worcestershire and Warwickshire",London Midland Trains,,West Midlands,,"63,491","206,143","158,275","427,909","63,491","206,143","158,275","427,909","855,818","631,196",36,849,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 151,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
8673,STC,Strathcarron,"IV54 8YR, UK",Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,"4,321","1,184",0,"5,505","4,321","1,184",0,"5,505","11,010","8,122",36,0,1,0,Cause of large increase not clear,
5607,STW,Strawberry Hill,"TW1 4PP, UK",London,Greater London,Richmond Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"130,628","119,903","263,453","513,984","130,628","119,903","263,453","513,984","1,027,968","989,116",4,21,0,0,,
5383,STE,Streatham,"SW16 6HP, UK",London,Greater London,Lambeth,UKI1,Inner London,Southern,,,London Travelcard Area Station,"196,390","181,250","773,203","1,150,843","196,390","181,250","773,203","1,150,843","2,301,686","2,179,456",6,"298,779",0,0,,
5384,SRC,Streatham Common,"SW16 5NT, UK",London,Greater London,Lambeth,UKI1,Inner London,Southern,,,London Travelcard Area Station,"287,428","396,537","1,122,337","1,806,302","287,428","396,537","1,122,337","1,806,302","3,612,604","3,346,078",8,"190,512",0,0,,
5435,SRH,Streatham Hill,"SW2 4PA, UK",London,Greater London,Lambeth,UKI1,Inner London,Southern,,,London Travelcard Area Station,"258,149","311,616","772,498","1,342,263","258,149","311,616","772,498","1,342,263","2,684,526","2,322,980",16,0,1,0,Continues high growth from previous year,
8543,SHC,Streethouse,"WF7 6UJ, UK",Yorkshire And The Humber,West Yorkshire,Wakefield,UKE4,West Yorkshire,Northern Rail,,West Yorkshire,,"5,978","6,513","2,062","14,553","5,978","6,513","2,062","14,553","29,106","30,938",-6,0,0,0,,
2834,SRN,Strines,"SK22 3AY, UK",North West,Greater Manchester,Stockport,UKD3,Greater Manchester,Northern Rail,,,,"1,131","2,919","1,797","5,847","1,131","2,919","1,797","5,847","11,694","10,604",10,0,1,0,Continues high growth from previous year,
8674,STF,Stromeferry,"IV53 8UH, UK",Scotland,Highland,Highland,UKM4,Highlands and Islands,First ScotRail,,,,945,164,0,"1,109",945,164,0,"1,109","2,218","1,438",54,0,0,1,Continues high growth from previous year,
5191,SOO,Strood,"ME2 4DR, UK",South East,Medway,Medway,UKJ4,Kent,Southeastern,,,,"147,059","188,456","218,923","554,438","147,059","188,456","218,923","554,438","1,108,876","1,057,254",5,"400,014",0,0,,
4771,STD,Stroud,"GL5 3AP, UK",South West,Gloucestershire,Stroud,UKK1,"Gloucestershire, Wiltshire and North Somerset",First Great Western,,,,"23,986","171,776","36,473","232,235","23,986","171,776","36,473","232,235","464,470","448,272",4,-,0,0,,
5029,STU,Sturry,"CT2 0ED, UK",South East,Kent,Canterbury,UKJ4,Kent,Southeastern,,,,"6,646","11,062","12,736","30,444","6,646","11,062","12,736","30,444","60,888","61,440",-1,0,0,0,,
2868,SYA,Styal,"SK9 4JW, UK",North West,Cheshire,Macclesfield,UKD2,Cheshire,Northern Rail,,,,497,745,153,"1,395",497,745,153,"1,395","2,790","2,440",14,0,0,0,,
7098,SUY,Sudbury,"CO10 6SU, UK",East,Suffolk,Babergh,UKH1,East Anglia,National Express East Anglia,,,,"28,747","60,045","67,966","156,758","28,747","60,045","67,966","156,758","313,516","292,124",7,0,0,0,,
1483,SUD,Sudbury & Harrow Road,"HA0 2LW, UK",London,Greater London,Brent,UKI2,Outer London,Chiltern Railways,,,London Travelcard Area Station,"3,374","1,270","4,410","9,054","3,374","1,270","4,410","9,054","18,108","18,454",-2,0,0,0,,
1484,SDH,Sudbury Hill Harrow,"HA1 3RJ, UK",London,Greater London,Harrow,UKI2,Outer London,Chiltern Railways,,,London Travelcard Area Station,"9,072","5,195","10,228","24,495","9,072","5,195","10,228","24,495","48,990","47,028",4,0,0,0,,
4157,SUG,Sugar Loaf,"LD5 4TE, UK",Wales - Cymru,Powys - Powys,Powys - Powys,UKL2,East Wales,Arriva Trains Wales,,,,48,12,0,60,48,12,0,60,120,84,43,0,0,1,Very small absolute number of entries and exits,
9959,SUM,Summerston,"G23 5AT, UK",Scotland,Glasgow City,Glasgow City,UKM3,South Western Scotland,First ScotRail,,Strathclyde,,"24,306","31,008","14,959","70,273","24,306","31,008","14,959","70,273","140,546","116,556",21,0,1,0,Cause of large increase not clear,
5608,SUU,Sunbury,"TW16 6RZ, UK",South East,Surrey,Spelthorne,UKJ2,"Surrey, East & West Sussex",South West Trains,,,,"50,541","56,233","96,253","203,027","50,541","56,233","96,253","203,027","406,054","399,816",2,0,0,0,,
7640,SUN,Sunderland,"SR1 3HP, UK",North East,Tyne And Wear,Sunderland,UKC2,Northumberland and Tyne and Wear,Northern Rail,,Tyne & Wear,,"95,503","158,602","122,455","376,560","95,503","158,602","122,455","376,560","753,120","729,962",3,"3,010",0,0,,
5155,SUP,Sundridge Park,"BR1 3TR, UK",London,Greater London,Bromley,UKI2,Outer London,Southeastern,,,London Travelcard Area Station,"33,808","25,920","82,300","142,028","33,808","25,920","82,300","142,028","284,056","311,670",-9,0,0,0,,
5671,SNG,Sunningdale,"SL5 0EL, UK",South East,Windsor And Maidenhead,Windsor And Maidenhead,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",South West Trains,,,,"121,848","120,396","99,733","341,977","121,848","120,396","99,733","341,977","683,954","694,750",-2,0,0,0,,
5675,SNY,Sunnymeads,"SL3 9PX, UK",South East,Windsor And Maidenhead,Windsor And Maidenhead,UKJ1,"Berkshire, Buckinghamshire and Oxfordshire",South West Trains,,,,"6,220","6,428","5,616","18,264","6,220","6,428","5,616","18,264","36,528","31,418",16,0,1,0,Cause of large increase not clear,
5571,SUR,Surbiton,"KT6 4PE, UK",London,Greater London,Kingston Upon Thames,UKI2,Outer London,South West Trains,,,London Travelcard Area Station,"841,191","1,278,711","2,190,148","4,310,050","841,191","1,278,711","2,190,148","4,310,050","8,620,100","8,340,356",3,"844,724",0,0,,
1083,SQE,Surrey Quays,"SE16 2UE , UK",London,Greater London,Southwark,UKI1,Inner London,London Overground,,,London Travelcard Area Station,"206,151","400,688","293,777","900,616","206,151","400,688","293,777","900,616","1,801,232","1,149,598",57,"1,087,933",1,0,Ramp-up of demand on London Overground services,
5385,SUO,Sutton (Surrey),"SM2 5AD, UK",London,Greater London,Sutton,UKI2,Outer London,Southern,,,London Travelcard Area Station,"694,242","708,561","1,629,450","3,032,253","694,242","708,561","1,629,450","3,032,253","6,064,506","5,768,694",5,"620,689",0,0,,
1044,SUT,Sutton Coldfield,"B73 6AY, UK",West Midlands,West Midlands,Birmingham,UKG3,West Midlands,London Midland Trains,,West Midlands,,"126,603","220,653","341,281","688,537","126,603","220,653","341,281","688,537","1,377,074","1,184,526",16,0,1,0,"Main portion of increase due to improved demand estimation in Centro area (extra 195,000 entries and exits in Centro infill compared to what would have been estimated using previous methodology)",
